sample_idx,id,base_id,name_primary,base_name_primary,names,base_names,categories_list,base_categories_list,categories,base_categories,address_string,base_address_string,addresses,base_addresses,address_street,address_city,address_state,address_postcode,base_address_street,base_address_city,base_address_state,base_address_postcode,websites,base_websites,phones,base_phones,emails,base_emails,socials,base_socials,brand,base_brand,quality_score_names_base,quality_score_names,quality_diff_names,label_names,quality_score_addresses_base,quality_score_addresses,quality_diff_addresses,label_addresses,quality_score_categories_base,quality_score_categories,quality_diff_categories,label_categories,quality_score_websites_base,quality_score_websites,quality_diff_websites,label_websites,quality_score_phones_base,quality_score_phones,quality_diff_phones,label_phones,quality_score_emails_base,quality_score_emails,quality_diff_emails,label_emails,quality_score_socials_base,quality_score_socials,quality_diff_socials,label_socials,quality_score_brand_base,quality_score_brand,quality_diff_brand,label_brand,label_overall,quality_score_a,quality_score_b,quality_difference
1805,08f446ea9534aa0203777492a4a9ca98,4e02052d483bd352f7232056,"Maida Clark Law Firm, P.C.","Maida Law Firm, P.C.","{'primary': 'Maida Clark Law Firm, P.C.'}","{'primary': 'Maida Law Firm, P.C.', 'common': {}, 'rules': []}",['bankruptcy_law'],['Business and Professional Services > Legal Service > Law Office'],{'primary': 'bankruptcy_law'},"{'primary': 'Business and Professional Services > Legal Service > Law Office', 'alternate': []}","4320 Calder Ave, Beaumont, TX, 77706","4320 Calder Ave, Beaumont, TX, 77706","[{'freeform': '4320 Calder Ave', 'locality': 'Beaumont', 'postcode': '77706', 'region': 'TX', 'country': 'US'}]","[{'freeform': '4320 Calder Ave', 'locality': 'Beaumont', 'region': 'TX', 'country': 'US', 'postcode': '77706'}]",4320 Calder Ave,Beaumont,TX,77706,4320 Calder Ave,Beaumont,TX,77706,['https://maidaclarklaw.com/'],['https://www.maidafirm.com'],"[""4098988200""]","[""(409) 898-8200""]",,['maidalawfirm@lawyer-emails.com'],,,,"{'wikidata': '', 'names': {'primary': 'Maida Law Firm, P.C.', 'common': {}, 'rules': []}}",0.8,0.8,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.8,0.0,0.8,1.0,0.0,0.44000000000000006,0.45,-0.009999999999999953
1806,08f1fa570ed43ca203d8ee44e6490fe0,50f6e386e4b079fc6cc41d78,Denns BioMarkt,Denn's Biomarkt,{'primary': 'Denns BioMarkt'},"{'primary': ""Denn's Biomarkt"", 'common': {}, 'rules': []}","['organic_grocery_store', 'supermarket', 'shopping']",['Retail > Food and Beverage Retail > Grocery Store > Organic Grocery'],"{'primary': 'organic_grocery_store', 'alternate': ['supermarket', 'shopping']}","{'primary': 'Retail > Food and Beverage Retail > Grocery Store > Organic Grocery', 'alternate': []}","Odenkirchener Straße 34, Mönchengladbach, 41236","Odenkirchener Straße 34, Mönchengladbach, 41236","[{'freeform': 'Odenkirchener Straße 34', 'locality': 'Mönchengladbach', 'postcode': '41236', 'country': 'DE'}]","[{'freeform': 'Odenkirchener Straße 34', 'locality': 'Mönchengladbach', 'country': 'DE', 'postcode': '41236'}]",Odenkirchener Straße 34,Mönchengladbach,,41236,Odenkirchener Straße 34,Mönchengladbach,,41236,['http://www.biomarkt.de/'],['http://www.denns-biomarkt.de'],"[""+4921661330863""]","[""04921 661330863""]",,['info@biomarkt.de'],['https://www.facebook.com/102095828686649'],,{'names': {'primary': 'BioMarkt Verbund'}},"{'wikidata': '', 'names': {'primary': ""Denn's Biomarkt"", 'common': {}, 'rules': []}}",0.8,0.8,0.0,2.0,0.39999999999999997,0.39999999999999997,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,0.0,0.32000000000000006,0.33,-0.009999999999999953
1807,08fa8100cc66655e03e374c185c76a8f,50af8af0e4b0f66120eb79e1,Restaurante Estrela da Matarazzo,Restaurante Estrela da Matarazzo,{'primary': 'Restaurante Estrela da Matarazzo'},"{'primary': 'Restaurante Estrela da Matarazzo', 'common': {}, 'rules': []}",['restaurant'],['Dining and Drinking > Restaurant'],{'primary': 'restaurant'},"{'primary': 'Dining and Drinking > Restaurant', 'alternate': []}","Avenida Francisco Matarazzo, 833, São Paulo, SP, 05001-000","Av. Francisco Matarazzo, 433, São Paulo, SP","[{'freeform': 'Avenida Francisco Matarazzo, 833', 'locality': 'São Paulo', 'postcode': '05001-000', 'region': 'SP', 'country': 'BR'}]","[{'freeform': 'Av. Francisco Matarazzo, 433', 'locality': 'São Paulo', 'region': 'SP', 'country': 'BR'}]","Avenida Francisco Matarazzo, 833",São Paulo,SP,05001-000,"Av. Francisco Matarazzo, 433",São Paulo,SP,,,,"[""+5511987795085""]",[null],,,['https://www.facebook.com/211169593007195'],,,"{'wikidata': '', 'names': {'primary': 'Restaurante Estrela da Matarazzo', 'common': {}, 'rules': []}}",0.8,0.8,0.0,2.0,0.35,0.45000000000000007,-0.10000000000000009,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.31000000000000005,0.29000000000000004,0.020000000000000018
1808,08f1f2e4c52535b303d6e2707a0f297b,6af7fb8b326d40519a9fe3ac,Svensk Fastighetsförmedling Eslöv,Svensk Fastighetsförmedling,{'primary': 'Svensk Fastighetsförmedling Eslöv'},"{'primary': 'Svensk Fastighetsförmedling', 'common': {}, 'rules': []}","['real_estate', 'real_estate_agent']",['Business and Professional Services > Real Estate Service'],"{'primary': 'real_estate', 'alternate': ['real_estate_agent']}","{'primary': 'Business and Professional Services > Real Estate Service', 'alternate': []}","Västergatan 5, Eslöv, 241 30","Stora Torg 8, Eslöv, Skåne Län, 241 30","[{'freeform': 'Västergatan 5', 'locality': 'Eslöv', 'postcode': '241 30', 'country': 'SE'}]","[{'freeform': 'Stora Torg 8', 'locality': 'Eslöv', 'region': 'Skåne Län', 'country': 'SE', 'postcode': '241 30'}]",Västergatan 5,Eslöv,,241 30,Stora Torg 8,Eslöv,Skåne Län,241 30,['http://svenskfast.se/eslov'],['http://www.svenskfast.se'],"[""+4641313000""]","[""0413-138 00""]",,['sf.eslov@svenskfast.se'],['https://www.facebook.com/1591741374424952'],,,"{'wikidata': '', 'names': {'primary': 'Svensk Fastighetsförmedling', 'common': {}, 'rules': []}}",0.8,0.8,0.0,2.0,0.45000000000000007,0.35000000000000003,0.10000000000000003,1.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.33000000000000007,0.32,0.010000000000000064
1809,08f64a4bb30ea60503c6ca53a3b2e9ec,4f46178ee4b03c926b63024b,ป้ายรถเมล์วิภาวดี นอร์ทปาร์ค,ป้ายรถเมล์วิภาวดี นอร์ทปาร์ค,{'primary': 'ป้ายรถเมล์วิภาวดี นอร์ทปาร์ค'},"{'primary': 'ป้ายรถเมล์วิภาวดี นอร์ทปาร์ค', 'common': {}, 'rules': []}","['transportation', 'park']",['Travel and Transportation > Transport Hub > Bus Stop'],"{'primary': 'transportation', 'alternate': ['park']}","{'primary': 'Travel and Transportation > Transport Hub > Bus Stop', 'alternate': []}",,,[{'country': 'TH'}],[{'country': 'TH'}],,,,,,,,,,,,[null],,,['https://www.facebook.com/105378574305594'],,,"{'wikidata': '', 'names': {'primary': 'ป้ายรถเมล์วิภาวดี นอร์ทปาร์ค', 'common': {}, 'rules': []}}",0.8,0.8,0.0,2.0,0.05,0.05,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.25,0.21000000000000002,0.03999999999999998
1810,08fa81031342d69903a4301c8d4f2227,4f70d4c47beb422644381447,CVC SP - Parque Shopping Barueri,CVC,{'primary': 'CVC SP - Parque Shopping Barueri'},"{'primary': 'CVC', 'common': {}, 'rules': []}","['travel_services', 'park', 'travel_company']",['Travel and Transportation > Travel Agency'],"{'primary': 'travel_services', 'alternate': ['park', 'travel_company']}","{'primary': 'Travel and Transportation > Travel Agency', 'alternate': []}","Rua General Divisão Pedro R. da Silva, 400, Barueri, SP, 06440-180","Rua General De Divisão De Pedro Rodrigues Da, 400, Barueri, SP, 6440180","[{'freeform': 'Rua General Divisão Pedro R. da Silva, 400', 'locality': 'Barueri', 'postcode': '06440-180', 'region': 'SP', 'country': 'BR'}]","[{'freeform': 'Rua General De Divisão De Pedro Rodrigues Da, 400', 'locality': 'Barueri', 'region': 'SP', 'country': 'BR', 'postcode': '6440180'}]","Rua General Divisão Pedro R. da Silva, 400",Barueri,SP,06440-180,"Rua General De Divisão De Pedro Rodrigues Da, 400",Barueri,SP,6440180,['http://www.cvc.com.br'],['http://www.cvc.com.br'],"[""+551120789696""]","[""(11) 2078-9696""]",,,['https://www.facebook.com/111012580639022'],,{'names': {'primary': 'CVC Viagens'}},"{'wikidata': '', 'names': {'primary': 'CVC', 'common': {}, 'rules': []}}",0.6,0.8,-0.20000000000000007,0.0,0.45000000000000007,0.45000000000000007,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,0.0,0.28,0.34,-0.06
1811,08f64a5d44030394034f454700680878,4e004c071495692a4bb55752,เนื้อต้มแม่สมร สะพานขาว,เนื้อต้มสะพานขาว,{'primary': 'เนื้อต้มแม่สมร สะพานขาว'},"{'primary': 'เนื้อต้มสะพานขาว', 'common': {}, 'rules': []}","['thai_restaurant', 'diner', 'eat_and_drink']","['Dining and Drinking > Restaurant > Asian Restaurant > Thai Restaurant', 'Dining and Drinking > Restaurant > Diner']","{'primary': 'thai_restaurant', 'alternate': ['diner', 'eat_and_drink']}","{'primary': 'Dining and Drinking > Restaurant > Asian Restaurant > Thai Restaurant', 'alternate': ['Dining and Drinking > Restaurant > Diner']}","สะพานขาว, Photharam, 70120","สะพานขาว, Photharam, Ratchaburi, 70160","[{'freeform': 'สะพานขาว', 'locality': 'Photharam', 'postcode': '70120', 'country': 'TH'}]","[{'freeform': 'สะพานขาว', 'locality': 'Photharam', 'region': 'Ratchaburi', 'country': 'TH', 'postcode': '70160'}]",สะพานขาว,Photharam,,70120,สะพานขาว,Photharam,Ratchaburi,70160,,,"[""+66867633080""]",[null],,,['https://www.facebook.com/134342986965064'],,,"{'wikidata': '', 'names': {'primary': 'เนื้อต้มสะพานขาว', 'common': {}, 'rules': []}}",0.8,0.8,0.0,2.0,0.5,0.39999999999999997,0.10000000000000003,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.3400000000000001,0.28,0.06000000000000005
1812,08f642650023568003700656ccfe6d5e,4f5c48e0e4b068aa4f2b7402,ร้านจ๊ะแตน,ร้านจ๊ะแตน,{'primary': 'ร้านจ๊ะแตน'},"{'primary': 'ร้านจ๊ะแตน', 'common': {}, 'rules': []}","['restaurant', 'food_truck', 'thai_restaurant']",['Dining and Drinking > Restaurant'],"{'primary': 'restaurant', 'alternate': ['food_truck', 'thai_restaurant']}","{'primary': 'Dining and Drinking > Restaurant', 'alternate': []}",ศาลาด่าน,ศาลาด่าน,"[{'freeform': 'ศาลาด่าน', 'country': 'TH'}]","[{'freeform': 'ศาลาด่าน', 'country': 'TH'}]",ศาลาด่าน,,,,ศาลาด่าน,,,,['http://hotmail.com/'],,,[null],,,['https://www.facebook.com/519842991365850'],,,"{'wikidata': '', 'names': {'primary': 'ร้านจ๊ะแตน', 'common': {}, 'rules': []}}",0.8,0.8,0.0,2.0,0.1,0.1,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,0.0,0.26,0.27,-0.010000000000000009
1813,08fa81070968a62c03384b06a272951c,5124a8b5e4b04323e3dc2fa4,Recolast Ambiental Engenharia,Recolast Ambiental,{'primary': 'Recolast Ambiental Engenharia'},"{'primary': 'Recolast Ambiental', 'common': {}, 'rules': []}","['industrial_equipment', 'agriculture', 'commercial_industrial']",['Business and Professional Services > Factory'],"{'primary': 'industrial_equipment', 'alternate': ['agriculture', 'commercial_industrial']}","{'primary': 'Business and Professional Services > Factory', 'alternate': []}","Rua São Paulo de Oliveira, 587, Guarulhos, SP, 07240-240","Rua do Gaivota Preta, 201, Guarulhos, SP, 07124-700","[{'freeform': 'Rua São Paulo de Oliveira, 587', 'locality': 'Guarulhos', 'postcode': '07240-240', 'region': 'SP', 'country': 'BR'}]","[{'freeform': 'Rua do Gaivota Preta, 201', 'locality': 'Guarulhos', 'region': 'SP', 'country': 'BR', 'postcode': '07124-700'}]","Rua São Paulo de Oliveira, 587",Guarulhos,SP,07240-240,"Rua do Gaivota Preta, 201",Guarulhos,SP,07124-700,['https://www.recolast.com.br/'],['http://www.recolast.com.br'],"[""+5511988375054""]","[""(11) 3437-7450""]",,,['https://www.facebook.com/215829951894870'],"['https://www.twitter.com/recolast', 'https://www.facebook.com/215829951894870', 'https://www.instagram.com/recolast_ambiental']",,"{'wikidata': '', 'names': {'primary': 'Recolast Ambiental', 'common': {}, 'rules': []}}",0.8,0.8,0.0,2.0,0.45000000000000007,0.45000000000000007,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.8,0.0,0.8,1.0,0.0,0.33000000000000007,0.34,-0.009999999999999953
1814,08f2663a6e140095038779db6731c181,532d7cf9498ecc0322fe50c6,Smoker Friendly Discount Tobacco #27,Smoker Friendly Discount Tobacco,{'primary': 'Smoker Friendly Discount Tobacco #27'},"{'primary': 'Smoker Friendly Discount Tobacco', 'common': {}, 'rules': []}","['tobacco_shop', 'grocery_store']",['Retail > Smoke Shop'],"{'primary': 'tobacco_shop', 'alternate': ['grocery_store']}","{'primary': 'Retail > Smoke Shop', 'alternate': []}","2501 S 3rd St, Terre Haute, IN, 47802-3544","Terre Haute, IN","[{'freeform': '2501 S 3rd St', 'locality': 'Terre Haute', 'postcode': '47802-3544', 'region': 'IN', 'country': 'US'}]","[{'locality': 'Terre Haute', 'region': 'IN', 'country': 'US'}]",2501 S 3rd St,Terre Haute,IN,47802-3544,,Terre Haute,IN,,['https://www.smokerfriendly.com'],,"[""+18129172558""]",[null],,,['https://www.facebook.com/387436251398103'],,,"{'wikidata': '', 'names': {'primary': 'Smoker Friendly Discount Tobacco', 'common': {}, 'rules': []}}",0.8,0.8,0.0,2.0,0.30000000000000004,0.8,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,0.0,0.30000000000000004,0.41000000000000003,-0.10999999999999999
1815,08f2986a00c0a6240346c25da2e79e37,50ac613980555a47c1f8d426,Jay's Carpet Cleaning,Jay's Carpet Cleaning,"{'primary': ""Jay's Carpet Cleaning""}","{'primary': ""Jay's Carpet Cleaning"", 'common': {}, 'rules': []}","['carpet_store', 'carpet_cleaning', 'home_improvement_store']","['Retail > Miscellaneous Store', 'Retail > Construction Supplies Store', 'Business and Professional Services > Health and Beauty Service > Dry Cleaner']","{'primary': 'carpet_store', 'alternate': ['carpet_cleaning', 'home_improvement_store']}","{'primary': 'Retail > Miscellaneous Store', 'alternate': ['Retail > Construction Supplies Store', 'Business and Professional Services > Health and Beauty Service > Dry Cleaner']}","1409 Dream Bridge Dr, Las Vegas, NV, 89144-1654","1409 Dream Bridge Dr, Las Vegas, NV, 89144","[{'freeform': '1409 Dream Bridge Dr', 'locality': 'Las Vegas', 'postcode': '89144-1654', 'region': 'NV', 'country': 'US'}]","[{'freeform': '1409 Dream Bridge Dr', 'locality': 'Las Vegas', 'region': 'NV', 'country': 'US', 'postcode': '89144'}]",1409 Dream Bridge Dr,Las Vegas,NV,89144-1654,1409 Dream Bridge Dr,Las Vegas,NV,89144,['https://www.jayscarpetcleaning.com/'],['https://www.jayscarpetcleaning.com'],"[""+17024307497""]","[""(702) 430-7497""]",,['jay@jayscarpetcleaning.com'],['https://www.facebook.com/925986490780417'],,,"{'wikidata': '', 'names': {'primary': ""Jay's Carpet Cleaning"", 'common': {}, 'rules': []}}",0.8,0.8,0.0,2.0,1.0,0.7500000000000001,0.2499999999999999,1.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.44000000000000006,0.4,0.040000000000000036
1816,08fa8100d98abd1c031cef4f718ca8bd,64161bd5884025394eaba313,espaco.brazuca,Espaço Brazuca,{'primary': 'espaco.brazuca'},"{'primary': 'Espaço Brazuca', 'common': {}, 'rules': []}",['restaurant'],['Dining and Drinking > Restaurant'],{'primary': 'restaurant'},"{'primary': 'Dining and Drinking > Restaurant', 'alternate': []}","Rua Banco das Palmas, 145, São Paulo, SP, 02016-020","Rua Banco das Palmas, 145, São Paulo, São Paulo, 02016-020","[{'freeform': 'Rua Banco das Palmas, 145', 'locality': 'São Paulo', 'postcode': '02016-020', 'region': 'SP', 'country': 'BR'}]","[{'freeform': 'Rua Banco das Palmas, 145', 'locality': 'São Paulo', 'region': 'São Paulo', 'country': 'BR', 'postcode': '02016-020'}]","Rua Banco das Palmas, 145",São Paulo,SP,02016-020,"Rua Banco das Palmas, 145",São Paulo,São Paulo,02016-020,,,"[""+5511950592998""]",[null],,,['https://www.facebook.com/105243402239002'],,,"{'wikidata': '', 'names': {'primary': 'Espaço Brazuca', 'common': {}, 'rules': []}}",0.8,0.8,0.0,2.0,0.45000000000000007,0.45000000000000007,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.33000000000000007,0.29000000000000004,0.040000000000000036
1817,08f29a0a6e2654cd03c7fe425f193cab,4cd200ce1ac7a1cde2812292,Holiday 1 Hour Cleaners,Holiday 1 Hr Cleaners,{'primary': 'Holiday 1 Hour Cleaners'},"{'primary': 'Holiday 1 Hr Cleaners', 'common': {}, 'rules': []}","['dry_cleaning', 'laundromat', 'professional_services']",['Business and Professional Services > Laundry Service'],"{'primary': 'dry_cleaning', 'alternate': ['laundromat', 'professional_services']}","{'primary': 'Business and Professional Services > Laundry Service', 'alternate': []}","11131 1st Ave, Whittier, CA, 90603-3110","11131 1st Ave, Whittier, CA, 90603","[{'freeform': '11131 1st Ave', 'locality': 'Whittier', 'postcode': '90603-3110', 'region': 'CA', 'country': 'US'}]","[{'freeform': '11131 1st Ave', 'locality': 'Whittier', 'region': 'CA', 'country': 'US', 'postcode': '90603'}]",11131 1st Ave,Whittier,CA,90603-3110,11131 1st Ave,Whittier,CA,90603,['http://holiday1hourcleaners.placeweb.site'],['http://holiday1hourcleaners.placeweb.site'],"[""+15629430010""]","[""(562) 943-0010""]",,,['https://www.facebook.com/106308293047874'],,,"{'wikidata': '', 'names': {'primary': 'Holiday 1 Hr Cleaners', 'common': {}, 'rules': []}}",0.8,0.8,0.0,2.0,0.5,0.25,0.25,1.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.3400000000000001,0.3,0.04000000000000009
1818,08f2aaab4d4c0d620325d61d2ce778c7,57ebe226498e1b4545734a20,Draeger Interlock,Draeger Ignition Interlock,{'primary': 'Draeger Interlock'},"{'primary': 'Draeger Ignition Interlock', 'common': {}, 'rules': []}","['automotive_parts_and_accessories', 'home_security', 'medical_service_organizations']","['Business and Professional Services > Factory', 'Business and Professional Services > Business Service']","{'primary': 'automotive_parts_and_accessories', 'alternate': ['home_security', 'medical_service_organizations']}","{'primary': 'Business and Professional Services > Factory', 'alternate': ['Business and Professional Services > Business Service']}","7627 Fullerton Rd, Springfield, VA, 22153-2855","7635 Fullerton Rd, Springfield, VA, 22153","[{'freeform': '7627 Fullerton Rd', 'locality': 'Springfield', 'postcode': '22153-2855', 'region': 'VA', 'country': 'US'}]","[{'freeform': '7635 Fullerton Rd', 'locality': 'Springfield', 'region': 'VA', 'country': 'US', 'postcode': '22153'}]",7627 Fullerton Rd,Springfield,VA,22153-2855,7635 Fullerton Rd,Springfield,VA,22153,['https://roadguardinterlock.com/locations/virginia/ignition-interlock-springfield-46030/?utm_source=fb&utm_medium=yext'],['https://draegerinterlock.com'],"[""+18003326858""]","[""(703) 440-1041""]",,['info@draegerinterlock.com'],['https://www.facebook.com/387717151787015'],,{'names': {'primary': 'Draeger Interlock'}},"{'wikidata': '', 'names': {'primary': 'Draeger Ignition Interlock', 'common': {}, 'rules': []}}",0.8,0.8,0.0,2.0,1.0,0.7500000000000001,0.2499999999999999,1.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.44000000000000006,0.4,0.040000000000000036
1819,08f2e610518e82c003d85d6549dfc74b,579e0037498e2ed387ed70f0,レアストーンズ,レアストーンズ,{'primary': 'レアストーンズ'},"{'primary': 'レアストーンズ', 'common': {}, 'rules': []}","['shopping', 'jewelry_store']",['Retail > Fashion Retail > Jewelry Store'],"{'primary': 'shopping', 'alternate': ['jewelry_store']}","{'primary': 'Retail > Fashion Retail > Jewelry Store', 'alternate': []}","大阪府大阪市西区立売堀１丁目４−９, 大阪市西区, 550-0012","西区立売堀1丁目4-9, 大阪市, 大阪府, 550-0012","[{'freeform': '大阪府大阪市西区立売堀１丁目４−９', 'locality': '大阪市西区', 'postcode': '550-0012', 'country': 'JP'}]","[{'freeform': '西区立売堀1丁目4-9', 'locality': '大阪市', 'region': '大阪府', 'country': 'JP', 'postcode': '550-0012'}]",大阪府大阪市西区立売堀１丁目４−９,大阪市西区,,550-0012,西区立売堀1丁目4-9,大阪市,大阪府,550-0012,['https://www.rare-stones.com/'],['https://www.rare-stones.com'],"[""+81665323151""]","[""06-6532-3151""]",,,['https://www.facebook.com/423862751025153'],,,"{'wikidata': '', 'names': {'primary': 'レアストーンズ', 'common': {}, 'rules': []}}",0.8,0.8,0.0,2.0,0.45000000000000007,0.35000000000000003,0.10000000000000003,1.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.33000000000000007,0.32,0.010000000000000064
1820,08f275d2b08dc3b20361fd24c778f068,4d6527576d943704018473bf,Survive Alive House,Survive Alive House MFD,{'primary': 'Survive Alive House'},"{'primary': 'Survive Alive House MFD', 'common': {}, 'rules': []}","['public_and_government_association', 'central_government_office', 'beauty_salon']",['Landmarks and Outdoors > Structure'],"{'primary': 'public_and_government_association', 'alternate': ['central_government_office', 'beauty_salon']}","{'primary': 'Landmarks and Outdoors > Structure', 'alternate': []}","2059 S 20th St, Milwaukee, WI, 53204-3737","2028 W Vilter Ln, Milwaukee, WI, 53204","[{'freeform': '2059 S 20th St', 'locality': 'Milwaukee', 'postcode': '53204-3737', 'region': 'WI', 'country': 'US'}]","[{'freeform': '2028 W Vilter Ln', 'locality': 'Milwaukee', 'region': 'WI', 'country': 'US', 'postcode': '53204'}]",2059 S 20th St,Milwaukee,WI,53204-3737,2028 W Vilter Ln,Milwaukee,WI,53204,['http://mps.milwaukee.k12.wi.us/en/home.htm'],['http://www.survivealivemilwaukee.com'],"[""+14147777889""]","[""(414) 385-3240""]",,,['https://www.facebook.com/414656882240316'],,,"{'wikidata': '', 'names': {'primary': 'Survive Alive House MFD', 'common': {}, 'rules': []}}",0.8,0.8,0.0,2.0,1.0,0.8,0.19999999999999996,1.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.44000000000000006,0.41000000000000003,0.030000000000000027
1821,08f1eb52136466110372311b39f89b9c,604b95fb09742f40fd89e6a1,Edicola,Edicola,{'primary': 'Edicola'},"{'primary': 'Edicola', 'common': {}, 'rules': []}","['book_magazine_distribution', 'comic_books_store', 'shopping']",['Retail > Newsstand'],"{'primary': 'book_magazine_distribution', 'alternate': ['comic_books_store', 'shopping']}","{'primary': 'Retail > Newsstand', 'alternate': []}","Via Cosimo del Fante, 43, Livorno, 52, 57123","via de Lardarel, Livorno, Toscana, 57122","[{'freeform': 'Via Cosimo del Fante, 43', 'locality': 'Livorno', 'postcode': '57123', 'region': '52', 'country': 'IT'}]","[{'freeform': 'via de Lardarel', 'locality': 'Livorno', 'region': 'Toscana', 'country': 'IT', 'postcode': '57122'}]","Via Cosimo del Fante, 43",Livorno,52,57123,via de Lardarel,Livorno,Toscana,57122,,['http://www.cpt.pisa.it'],"[""+393911478397""]",[null],,,['https://www.facebook.com/438928172956653'],,,"{'wikidata': '', 'names': {'primary': 'Edicola', 'common': {}, 'rules': []}}",0.8,0.8,0.0,2.0,0.5,0.5,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.3400000000000001,0.30000000000000004,0.040000000000000036
1822,08f1fa9c62a634f40364c2cf897ac125,6f1d2dd6c6ca44bc68fff91a,Action,Action,{'primary': 'Action'},"{'primary': 'Action', 'common': {}, 'rules': []}","['convenience_store', 'retail']",['Retail'],"{'primary': 'convenience_store', 'alternate': ['retail']}","{'primary': 'Retail', 'alternate': []}","Am Lerchenfeld 3, Neustadt bei Coburg, Bavaria, 96465","Am Lerchenfeld 3, Neustadt bei Coburg, Bayern, 96465","[{'freeform': 'Am Lerchenfeld 3', 'locality': 'Neustadt bei Coburg', 'postcode': '96465', 'region': 'Bavaria', 'country': 'DE'}]","[{'freeform': 'Am Lerchenfeld 3', 'locality': 'Neustadt bei Coburg', 'region': 'Bayern', 'country': 'DE', 'postcode': '96465'}]",Am Lerchenfeld 3,Neustadt bei Coburg,Bavaria,96465,Am Lerchenfeld 3,Neustadt bei Coburg,Bayern,96465,['https://www.action.com/de-de/laden/neustadt-bei-coburg/'],['https://www.action.com/de-de/laden/neustadt-bei-coburg/'],"[""021130146100""]","[""04921 130146100""]",,['kundenservice@action.de'],,,,"{'wikidata': '', 'names': {'primary': 'Action', 'common': {}, 'rules': []}}",0.8,0.8,0.0,2.0,0.5,0.5,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.8,0.0,0.8,1.0,0.0,0.3400000000000001,0.35000000000000003,-0.009999999999999953
