sample_idx,names,addresses,categories,websites,phones,emails,socials,brand
67,{'primary': 'CVS Pharmacy'},"[{'freeform': '3901 SW 21st St', 'locality': 'Topeka', 'region': 'KS', 'country': 'US', 'postcode': '66604'}]","{'primary': 'medical_supply', 'alternate': ['pharmacy', 'shopping']}",['https://www.cvs.com/store-locator/cvs-pharmacy-address/3901+Sw+21st+Street-Topeka-KS-66604/storeid=10244?WT.mc_id=LS_FACEBOOK_RX_10244'],"[""+17852731106""]",,['https://www.facebook.com/1850262608392745'],{'names': {}}
68,{'primary': 'FZG Computerservice'},"[{'freeform': 'Heinrich-Heine-Str. 9', 'locality': 'Bitterfeld-Wolfen', 'region': 'Sachsen-Anhalt', 'country': 'DE', 'postcode': '06766'}]","{'primary': 'computer_store', 'alternate': ['electronics', 'it_service_and_computer_repair', 'retail']}",['http://www.fzgcomputerservice.de/'],"[""034949289300""]",,,{'names': {}}
69,{'primary': 'Shred Nations'},"[{'freeform': '14902 Preston Rd', 'locality': 'Dallas', 'postcode': '75254', 'region': 'TX', 'country': 'US'}]","{'primary': 'shredding_services', 'alternate': ['professional_services']}",['https://www.shrednations.com/tx/ups-store-75254/?utm_source=facebook&utm_medium=retail&utm_campaign=sn-deci-facebook-internal-mapslisting'],"[""+12143068714""]",,['https://www.facebook.com/223732971488267'],{'names': {}}
70,{'primary': 'Wellstar Radiation Oncology'},"[{'freeform': '148 Bill Carruth Pkwy Ste Ll30', 'locality': 'Hiram', 'region': 'GA', 'country': 'US', 'postcode': '30141'}]","{'primary': 'oncologist', 'alternate': ['doctor', 'medical_center', 'public_health_clinic', 'health_and_medical']}",['https://www.wellstar.org/locations/pages/practice-detail.aspx?lid=839EC2F9-D4D1-4428-A094-280D8AEE374E'],"[""7705053855""]",,,{'names': {}}
71,"{'primary': 'Tammy Medlin, FNP'}","[{'freeform': '97 Sea Island Pkwy., Ste 203', 'locality': ""Lady's Island"", 'postcode': '29907', 'region': 'SC', 'country': 'US'}]","{'primary': 'doctor', 'alternate': ['health_and_medical']}",['https://ladysislandmedical.com/meet-our-team/tammy-medlin-np/'],"[""8433790367""]",,,{'names': {}}
72,{'primary': 'Service King Collision Repair South Ft. Worth'},"[{'freeform': '9601 South Fwy', 'locality': 'Fort Worth', 'region': 'TX', 'country': 'US', 'postcode': '76140'}]","{'primary': 'brake_service_and_repair', 'alternate': ['auto_body_shop', 'automotive']}",[''],"[""8172937300""]",,,{'names': {}}
73,{'primary': 'SPENGA Prosper'},"[{'freeform': '900 S Preston Rd Ste 30', 'locality': 'Prosper', 'region': 'TX', 'country': 'US', 'postcode': '75078'}]","{'primary': 'gym', 'alternate': ['cycling_classes', 'active_life']}",['https://prospertx.spenga.com/'],"[""2143474723""]",,,{'names': {}}
74,{'primary': 'blütenhandwerk'},"[{'freeform': 'Stadthausstrasse 8', 'locality': 'Huttwil', 'postcode': '4950', 'region': 'BE', 'country': 'CH'}]",{'primary': 'flowers_and_gifts_shop'},['http://www.blueten-handwerk.ch/'],"[""+41629623722""]",,['https://www.facebook.com/100171451730926'],{'names': {}}
75,{'primary': 'Ecuadorian Chocolate Factory'},"[{'freeform': '251 N Bell Blvd Ste 110', 'locality': 'Cedar Park', 'region': 'TX', 'country': 'US', 'postcode': '78613'}]","{'primary': 'chocolatier', 'alternate': ['candy_store', 'desserts']}",['https://theecuadorianchocolate.com/'],"[""+17378029651""]",,['https://www.facebook.com/228457444649970'],{'names': {}}
76,{'primary': 'SKH Locksmiths'},"[{'freeform': '469 Lincoln Ave', 'locality': 'Hatboro', 'region': 'PA', 'country': 'US', 'postcode': '19040'}]",{'primary': 'key_and_locksmith'},['https://skhlock.com/'],"[""2154429191""]",,,{'names': {}}
77,{'primary': 'Bitezz'},"[{'freeform': 'Bitez Belediyesi Eski Kademe', 'postcode': '48400', 'country': 'TR'}]","{'primary': 'event_planning', 'alternate': ['fast_food_restaurant']}",,,,['https://www.facebook.com/2186030601674322'],
78,{'primary': 'Strother Brothers Auto Care'},"[{'freeform': '6046 Valencia Rd', 'locality': 'Valencia', 'region': 'PA', 'country': 'US', 'postcode': '16059'}]","{'primary': 'automotive_repair', 'alternate': ['professional_services', 'auto_body_shop']}",['http://www.strotherbrothers.com/'],"[""+17246251414""]",,['https://www.facebook.com/102139735458323'],{'names': {}}
79,{'primary': 'Home Instead'},"[{'freeform': '6593 Collins Dr Ste D-10', 'locality': 'Moorpark', 'region': 'CA', 'country': 'US', 'postcode': '93021'}]","{'primary': 'home_health_care', 'alternate': ['retirement_home', 'health_and_medical']}",['https://www.homeinstead.com/location/156?utm_source=facebook&utm_medium=organic&utm_campaign=facebook_organic_businesslisting_y'],"[""+18058348742""]",,['https://www.facebook.com/128351630528919'],{'names': {}}
80,{'primary': 'IM Immobilien GmbH'},"[{'freeform': 'Gerdensiek 8', 'locality': 'Bad Essen', 'region': 'Niedersachsen', 'country': 'DE', 'postcode': '49152'}]",{'primary': 'real_estate_agent'},['http://im-immobilien.eu/'],"[""017643507169""]",,,{'names': {}}
81,{'primary': 'BP'},"[{'freeform': '11294 Us 70 Business Hwy W', 'locality': 'Clayton', 'postcode': '27520', 'region': 'NC', 'country': 'US'}]","{'primary': 'gas_station', 'alternate': ['automotive']}",['http://mybpstation.com/'],"[""9195508487""]",,,{'names': {}}
82,{'primary': 'Markus Fink GmbH'},"[{'freeform': 'Ladau 273', 'locality': 'Krumbach', 'postcode': '6942', 'country': 'AT'}]","{'primary': 'car_dealer', 'alternate': ['automotive_dealer']}",['http://www.markusfink.at/'],"[""+4355138640""]",,['https://www.facebook.com/100706458525511'],{'names': {}}
83,{'primary': 'Kini Bike World'},"[{'freeform': 'Larchwald 360', 'locality': 'Wiesing', 'region': 'Tyrol', 'country': 'AT', 'postcode': '6210'}]","{'primary': 'motorsports_store', 'alternate': ['motorcycle_repair', 'clothing_store']}",['https://www.ktmkini.at/de'],"[""+43524499870""]",,['https://www.facebook.com/177685235736210'],{'names': {}}
84,{'primary': 'China Garden Kitchen'},"[{'freeform': '268 N Winton Rd', 'locality': 'Rochester', 'region': 'NY', 'country': 'US', 'postcode': '14610'}]","{'primary': 'chinese_restaurant', 'alternate': ['restaurant', 'asian_restaurant']}",['http://www.chinagardenva.com/'],"[""+15854820870""]",,['https://www.facebook.com/111834042187204'],{'names': {}}
85,{'primary': 'Target Store Richland-Twp'},"[{'freeform': '610 N West End Blvd', 'locality': 'Quakertown', 'region': 'PA', 'country': 'US', 'postcode': '18951'}]","{'primary': 'department_store', 'alternate': ['shopping', 'retail']}",['https://www.target.com/sl/richland-twp/2246'],"[""+12155292720""]",,['https://www.facebook.com/353639738086353'],{'names': {}}
86,{'primary': 'Roto-Rooter Plumbing and Water Cleanup'},"[{'freeform': '150 Athens Highway Ste 500', 'locality': 'Loganville', 'region': 'GA', 'country': 'US', 'postcode': '30052'}]","{'primary': 'plumbing', 'alternate': ['construction_services', 'home_service']}",['https://www.rotorooter.com/loganvillega/'],"[""+17706251194""]",,['https://www.facebook.com/123434273989808'],{'names': {}}
87,{'primary': 'Poorvika Mobiles'},"[{'freeform': '66 Lawrence Road', 'locality': 'Cuddalore', 'postcode': '607002', 'country': 'IN'}]","{'primary': 'mobile_phone_store', 'alternate': ['electronics', 'shopping']}",['https://www.poorvika.com/'],"[""+914443666666""]",,['https://www.facebook.com/339523126452677'],{'names': {}}
88,{'primary': 'HYATT house Chicago/Naperville/Warrenville'},"[{'freeform': '27554 Maecliff Dr', 'locality': 'Warrenville', 'region': 'IL', 'country': 'US', 'postcode': '60555'}]","{'primary': 'hotel', 'alternate': ['accommodation', 'bar']}",['http://chicagowarrenville.house.hyatt.com/'],"[""+16308362960""]",,['https://www.facebook.com/236463829716577'],{'names': {}}
89,{'primary': 'truenorth'},"[{'freeform': '5737 N US Highway 68', 'locality': 'Wilmington', 'region': 'OH', 'country': 'US', 'postcode': '45177'}]","{'primary': 'convenience_store', 'alternate': ['gas_station', 'liquor_store']}",['https://www.truenorthstores.com/?utm_source=Facebook&utm_medium=Yext&y_source=1_MTUxMjk0NjEtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D'],"[""+19373833810""]",,['https://www.facebook.com/613348805504514'],{'names': {}}
90,{'primary': 'Victoria coiffure'},"[{'freeform': 'Route de Florissant 62', 'locality': 'Genève', 'postcode': '1206', 'region': 'Geneva', 'country': 'CH'}]","{'primary': 'beauty_product_supplier', 'alternate': ['hair_salon', 'business_equipment_and_supply']}",['https://florissant-coiffure.ch/'],"[""0223474540""]",,,{'names': {}}
91,{'primary': 'Bargain Tree Service'},"[{'freeform': '2811 Warners Rd', 'locality': 'Warners', 'region': 'NY', 'country': 'US', 'postcode': '13164'}]","{'primary': 'christmas_trees', 'alternate': ['tree_services', 'online_shop', 'landscaping', 'retail']}",['http://www.bargaintreeservice.net/'],"[""3156723398""]",,,{'names': {}}
92,{'primary': 'Cornerstone Inspections'},"[{'freeform': '2100 SE 17th St Ste 110', 'locality': 'Ocala', 'region': 'FL', 'country': 'US', 'postcode': '34471'}]",{'primary': 'inspection_services'},['https://trustcornerstone.com/'],"[""3522371819""]",,,{'names': {}}
93,"{'primary': ""Hungry Howie's Pizza""}","[{'freeform': '1844 Mcfarland Blvd', 'locality': 'Northport', 'region': 'AL', 'country': 'US', 'postcode': '35476'}]","{'primary': 'pizza_delivery_service', 'alternate': ['food_delivery_service', 'pizza_restaurant', 'food', 'restaurant']}",['https://www.hungryhowies.com/stores/al/northport/1844-mcfarland-blvd'],"[""2053332633""]",,,{'names': {}}
94,{'primary': 'Friseursalon Meisterfriseur Soul'},"[{'freeform': 'Haunstetterstr. 258', 'locality': 'Augsburg', 'region': 'Bavaria', 'country': 'DE', 'postcode': '86179'}]","{'primary': 'hair_salon', 'alternate': ['beauty_salon', 'beauty_and_spa']}",['http://www.meisterfriseur-soul.de/'],"[""+4982144945330""]",,['https://www.facebook.com/695098571330981'],{'names': {}}
95,{'primary': 'GRUPPO BOSSONI - Alfa Romeo'},"[{'freeform': 'Via Castelleone, 136', 'locality': 'Cremona', 'region': 'CR', 'country': 'IT', 'postcode': '26100'}]",{'primary': 'automotive'},['https://www.gruppobossoni.it/sedi/gruppo-bossoni-cremona/'],"[""037253551""]",,,{'names': {}}
96,"{'primary': ""Jimmy John's""}","[{'freeform': '301 Central Ave NW Ste. 305', 'locality': 'Albuquerque', 'region': 'NM', 'country': 'US', 'postcode': '87102'}]","{'primary': 'fast_food_restaurant', 'alternate': ['sandwich_shop', 'delicatessen', 'restaurant']}",['https://locations.jimmyjohns.com/nm/albuquerque/sandwiches-1934.html'],"[""5052439999""]",,,{'names': {}}
97,{'primary': 'Indigo'},"[{'freeform': '16160 S 50th St', 'locality': 'Phoenix', 'region': 'AZ', 'country': 'US', 'postcode': '85048'}]","{'primary': 'accommodation', 'alternate': ['landmark_and_historical_building', 'real_estate']}",['https://www.liveatindigo.com/'],"[""+14807053230""]",,['https://www.facebook.com/353329834853141'],{'names': {}}
98,{'primary': 'Arthur Murray'},"[{'freeform': '10030 SW Beaverton Hillsdale Highway', 'locality': 'Beaverton', 'region': 'OR', 'country': 'US', 'postcode': '97005'}]","{'primary': 'dance_school', 'alternate': ['art_school']}",['https://arthurmurraybeaverton.com/'],"[""+15033502700""]",,['https://www.facebook.com/140061542707081'],{'names': {}}
99,{'primary': 'ItsSo Travel Torquay'},"[{'freeform': '38 Fore Street', 'locality': 'Torquay', 'postcode': 'TQ1 4LX', 'region': 'ENG', 'country': 'GB'}]","{'primary': 'travel_services', 'alternate': ['travel_company']}",['http://www.itssotravel.com/'],"[""+441803494001""]",,['https://www.facebook.com/268236833361390'],{'names': {}}
100,{'primary': 'Petco'},"[{'freeform': '2565 NE 10th Ct', 'locality': 'Homestead', 'region': 'FL', 'country': 'US', 'postcode': '33033'}]","{'primary': 'pet_groomer', 'alternate': ['pet_training', 'pet_store', 'arts_and_crafts', 'pet_services', 'pets', 'retail']}",['https://stores.petco.com/fl/homestead/pet-supplies-homestead-fl-1516.html?cm_mmc=GMapsPet-_-FL-_-Homestead-_-1516'],"[""3052488228""]",,,{'names': {}}
101,{'primary': 'Carpet Mill Outlet Stores'},"[{'freeform': '9086 W Bowles Ave', 'locality': 'Littleton', 'postcode': '80123', 'region': 'CO', 'country': 'US'}]","{'primary': 'carpet_store', 'alternate': ['flooring_store', 'retail']}",['https://carpetmilloutletstores.com/locations/southwest-littleton-carpet-flooring-store/'],"[""3039797100""]",,,{'names': {}}
102,{'primary': 'U-Haul Moving & Storage of Bel Air'},"[{'freeform': '200 W I65 Service Rd S', 'locality': 'Mobile', 'postcode': '36608', 'region': 'AL', 'country': 'US'}]","{'primary': 'truck_rentals', 'alternate': ['automotive']}",['https://www.uhaul.com/Locations/Self-Storage-near-Mobile-AL-36608/778067/?utm_source=Bing&utm_medium=primary&utm_campaign=listingmanagement&utm_content=778067'],"[""2513437101""]",,,{'names': {}}
103,{'primary': 'Bitcoin Depot'},"[{'freeform': '6410 Doniphan Dr', 'locality': 'El Paso', 'region': 'TX', 'country': 'US', 'postcode': '79932'}]","{'primary': 'atms', 'alternate': ['currency_exchange']}",['https://www.bitcoindepot.com/'],"[""+16784359604""]",,['https://www.facebook.com/176186654518797'],{'names': {}}
104,{'primary': 'West Herr Cadillac'},"[{'freeform': '535 Main St', 'locality': 'East Aurora', 'postcode': '14052', 'region': 'NY', 'country': 'US'}]",{'primary': 'automotive'},['http://westherrcadillac.com/'],"[""7166878400""]",,,{'names': {}}
105,{'primary': 'Providence Queen of the Valley Medical Center Minimally Invasive Surgery'},"[{'freeform': '1000 Trancas St', 'locality': 'Napa', 'region': 'CA', 'country': 'US', 'postcode': '94558'}]","{'primary': 'surgeon', 'alternate': ['doctor', 'surgical_center', 'health_and_medical']}",['https://www.providence.org/locations/norcal/queen-of-the-valley/minimally-invasive-surgery?ls=location&y_source=1_MjQxOTM2MzYtNzE1LWxvY2F0aW9uLndlYnNpdGU='],"[""7072524411""]",,,{'names': {}}
106,{'primary': 'El Carmen Tanatorio Crematorio'},"[{'freeform': 'Calle de Labradores, 4, LOCAL', 'locality': 'Medina del Campo', 'region': 'Valladolid', 'country': 'ES', 'postcode': '47400'}]",{'primary': 'funeral_services_and_cemeteries'},['http://www.elcarmen-sf.es'],"[""+34983811434""]",,['https://www.facebook.com/370362546317790'],{'names': {}}
107,{'primary': 'Enterprise Truck Rental'},"[{'freeform': '45 Charter Oak Ave', 'locality': 'San Francisco', 'region': 'CA', 'country': 'US', 'postcode': '94124'}]","{'primary': 'car_rental_agency', 'alternate': ['truck_rentals', 'rv_rentals']}",['https://www.enterprise.com/en/car-rental-locations/us/ca/san-francisco-bayview-23gv.html?mcid=yext%3A245709'],"[""+14153300270""]",,['https://www.facebook.com/1577304815826347'],{'names': {}}
108,{'primary': 'Econo Lodge'},"[{'freeform': '108 Fm 1821', 'locality': 'Mineral Wells', 'postcode': '76067', 'region': 'TX', 'country': 'US'}]","{'primary': 'resort', 'alternate': ['hotel', 'inn']}",['https://www.choicehotels.com/texas/mineral-wells/econo-lodge-hotels/txm09?mc=llbillpx&pmf=local'],"[""9403256961""]",,,{'names': {}}
109,{'primary': 'Superior Cleaning'},"[{'freeform': '305 S Cedar Lane', 'locality': 'Fort Oglethorpe', 'region': 'GA', 'country': 'US', 'postcode': '30742'}]","{'primary': 'home_cleaning', 'alternate': ['home_improvement_store', 'professional_services']}",['https://www.superiorcleaningchattanooga.com/'],"[""+14233219573""]",,['https://www.facebook.com/103196973065828'],{'names': {}}
110,{'primary': 'Ringlihof'},"[{'freeform': 'Katzentalweg 1', 'locality': 'Horben', 'region': 'Baden-Wurttemberg', 'country': 'DE', 'postcode': '79289'}]","{'primary': 'eat_and_drink', 'alternate': ['dairy_farm']}",['http://www.ringlihof.de'],"[""+4976129583""]",,['https://www.facebook.com/367516863839758'],{'names': {}}
111,{'primary': 'Pizza Hut'},"[{'freeform': 'Unit No 2, Ground Floor, Phase 1, Cmrl, Ashok Nagar, Near ESI', 'locality': 'Chennai', 'postcode': '600083', 'region': 'Tamil Nadu', 'country': 'IN'}]","{'primary': 'pizza_restaurant', 'alternate': ['food', 'restaurant']}",['https://restaurants.pizzahut.co.in/pizza-hut-ashok-nagar-cmrl-pizza-restaurant-ashok-nagar-chennai-163839/Home'],"[""18002022022""]",,,{'names': {}}
112,{'primary': 'Olive Garden'},"[{'freeform': '9251 Monte Vista Ave', 'locality': 'Montclair', 'region': 'CA', 'country': 'US', 'postcode': '91763'}]","{'primary': 'italian_restaurant', 'alternate': ['restaurant', 'eat_and_drink']}",['https://www.olivegarden.com/locations/ca/montclair/monclair-plaza/1089?cmpid=br%3Aog_ag%3Aie_ch%3Asoc_ca%3AOGFB_sn%3Afacebook_gt%3Amontclair-ca-1089_pl%3Alocurl_rd%3A1056'],"[""+19096210636""]",,['https://www.facebook.com/123743601029213'],{'names': {}}
113,{'primary': 'Gehrhus Immobilien e.K.'},"[{'freeform': 'Von-Eichendorff-Str. 28', 'locality': 'Adendorf', 'region': 'Niedersachsen', 'country': 'DE', 'postcode': '21365'}]","{'primary': 'construction_services', 'alternate': ['real_estate_service', 'contractor']}",['http://www.bauagentur-gehrhus.de/'],"[""+494131220471""]",,['https://www.facebook.com/394333564674241'],{'names': {}}
114,{'primary': 'Howarth Timber & Building Supplies'},"[{'freeform': 'Countess Avenue, Cheadle Hulme', 'locality': 'Handforth', 'region': '', 'country': 'GB', 'postcode': 'SK8 6QS'}]","{'primary': 'building_supply_store', 'alternate': ['industrial_equipment', 'carpet_store']}",['https://www.howarth-timber.co.uk/branches/cheadle-hulme/'],"[""+441614861417""]",,['https://www.facebook.com/103597865976700'],{'names': {}}
115,{'primary': 'Publexcan'},"[{'freeform': 'Calle Girasol, 13', 'locality': 'Santa Cruz de Tenerife', 'postcode': '38107', 'region': 'CN', 'country': 'ES'}]","{'primary': 'advertising_agency', 'alternate': ['professional_services', 'graphic_designer']}",['http://www.publexcan.com/'],"[""+34922660804""]",,['https://www.facebook.com/119999174682178'],{'names': {}}
116,{'primary': 'Rewe To Go'},"[{'freeform': 'Ferdinand-Wallbrecht-Straße, Aral', 'locality': 'Hannover', 'region': 'Lower Saxony', 'country': 'DE', 'postcode': '30163'}]","{'primary': 'convenience_store', 'alternate': ['retail']}",['https://tankstelle.aral.de/tankstelle/28207800'],"[""05113946245""]",,,{'names': {}}
117,{'primary': 'Larry H. Miller Toyota Scion Boulder'},"[{'freeform': '2465 48th Ct', 'locality': 'Boulder', 'region': 'CO', 'country': 'US', 'postcode': '80301'}]","{'primary': 'car_dealer', 'alternate': ['auto_manufacturers_and_distributors']}",['http://www.bouldertoyota.com'],"[""+13034433250""]",,['https://www.facebook.com/1031332963577557'],{'names': {}}
118,{'primary': 'Vanguard Attorneys'},"[{'freeform': '1220 E 5th Ave', 'locality': 'Tampa', 'region': 'FL', 'country': 'US', 'postcode': '33605'}]","{'primary': 'personal_injury_law', 'alternate': ['corporate_office', 'private_establishments_and_corporates']}",['https://www.vanguardinjuryattorneys.com/tampa-personal-injury-lawyer/'],"[""8134714444""]",,,{'names': {}}
119,{'primary': 'Laser Clinics Australia'},"[{'freeform': 'Shop 245, Stockland Wetherill Park, 561-583 Polding Street', 'locality': 'Wetherill Park', 'region': 'New South Wales', 'country': 'AU', 'postcode': '2164'}]","{'primary': 'laser_hair_removal', 'alternate': ['hair_removal', 'beauty_and_spa']}",['https://www.laserclinics.com.au/skin-care-clinic/wetherill-park'],"[""0290994449""]",,,{'names': {}}
120,{'primary': 'Sir Walter Chevrolet'},"[{'freeform': '8501 Glenwood Ave', 'locality': 'Raleigh', 'region': 'NC', 'country': 'US', 'postcode': '27612'}]","{'primary': 'auto_parts_and_supply_store', 'alternate': ['used_car_dealer', 'automotive', 'business_to_business', 'retail']}",['https://www.sirwalter.com/'],"[""9194579230""]",,,{'names': {}}
121,{'primary': 'Nutrishop Roswell'},"[{'freeform': '1475 Holcomb Bridge Rd Ste 183', 'locality': 'Roswell', 'region': 'GA', 'country': 'US', 'postcode': '30076'}]","{'primary': 'nutritionist', 'alternate': ['vitamins_and_supplements']}",['https://www.nutrishoproswell.com/'],"[""+14702234909""]",,['https://www.facebook.com/109950461993461'],{'names': {}}
122,{'primary': 'Canadas Best Value Inn Niagara Falls'},"[{'freeform': ""7034 Lundy's Ln"", 'locality': 'Niagara Falls', 'postcode': 'L2G 1V9', 'region': 'ON', 'country': 'CA'}]","{'primary': 'resort', 'alternate': ['hotel', 'inn']}",['https://www.redlion.com/cbvi-niagara-falls'],"[""2892962844""]",,,{'names': {}}
123,{'primary': 'Grapefruit Graphics'},"[{'freeform': 'Unit 12, Fulcrum 4, Solent Way', 'locality': 'Whiteley', 'region': 'Hampshire', 'country': 'GB', 'postcode': 'PO15 7FT'}]",{'primary': 'graphic_designer'},['http://www.grapefruitgraphics.co.uk/'],"[""01489570055""]",,,{'names': {}}
124,{'primary': 'Dan Stiebel'},"[{'freeform': '522 E Front St', 'locality': 'Traverse City', 'region': 'MI', 'country': 'US', 'postcode': '49686'}]","{'primary': 'real_estate_agent', 'alternate': ['real_estate_service', 'commercial_real_estate']}",['http://realestatetc.com/'],"[""+12316330432""]",,['https://www.facebook.com/129189487765270'],{'names': {}}
125,{'primary': 'Specsavers'},"[{'freeform': ""Sainsbury's, Burnham Road"", 'locality': 'Woodham Ferrers', 'postcode': 'CM3 5QP', 'country': 'GB'}]","{'primary': 'optometrist', 'alternate': ['eyewear_and_optician']}",['https://www.specsavers.co.uk/stores/southwoodhamsainsburys?utm_source=gmb&utm_medium=organic&utm_campaign=website_link&y_source=1_MTQ5Nzk1NzctNTU5LWxvY2F0aW9uLndlYnNpdGU%3D'],"[""+441245968877""]",,['https://www.facebook.com/107360124384966'],{'names': {}}
126,{'primary': 'uBreakiFix'},"[{'freeform': '832 W Benjamin Holt Dr', 'locality': 'Stockton', 'region': 'CA', 'country': 'US', 'postcode': '95207'}]","{'primary': 'mobile_phone_repair', 'alternate': ['it_service_and_computer_repair']}",['http://www.ubreakifix.com/locations/stockton'],"[""2093076610""]",,,{'names': {}}
